cell,x,y,lon,lat,height,area_sq,biome,biome_cost,habitability,is_land,harbor,river,flux,pop,state,state_name,province,province_name,culture,culture_name,burg,burg_name,burg_pop,market_cell,cost_to_market_mi,supply_days
1731,1253.42,411.79,75.7231,11.7295,49,201,Tropical seasonal forest,70,50,1,1,0,3,3.927,6,Mhekinn,9,Odina,4,HUMANS,,,,1735,477.6,19.1
1732,1245.9,420.7,74.2939,10.0359,49,176,Hot desert,200,20,1,1,0,3,4.392,6,Mhekinn,9,Odina,4,HUMANS,,,,1820,521.2,20.8
1733,1267.34,403.99,78.3687,13.212,46,272,Tropical seasonal forest,70,50,1,0,0,5,6.184,10,Lecende,0,,7,GODLINGS,,,,1735,345.5,13.8
1734,1282.86,407.39,81.3184,12.5658,49,277,Tropical seasonal forest,70,50,1,0,0,2,6.259,10,Lecende,0,,7,GODLINGS,,,,1735,223.2,8.9
1735,1310.41,405.71,86.5545,12.8851,47,360,Tropical seasonal forest,70,50,1,0,0,3,7.994,10,Lecende,0,,7,GODLINGS,10,Lecende,258974,1735,0.0,0.0
1736,1321.55,412.41,88.6718,11.6116,45,203,Tropical seasonal forest,70,50,1,0,0,4,4.952,10,Lecende,0,,7,GODLINGS,,,,1735,100.1,4.0
1737,1339.42,409.2,92.0681,12.2218,47,379,Blood Fields,50,0,1,0,0,2,0,13,Blood Fields,0,,4,HUMANS,,,,1735,204.9,8.2
1738,1363.58,412.72,96.6599,11.5527,20,232,Blood Fields,50,0,1,2,160,64,0,13,Blood Fields,0,,4,HUMANS,,,,1735,351.2,14.0
1739,1373.2,410.9,98.4883,11.8986,20,77,Blood Fields,50,0,1,1,151,90,0,13,Blood Fields,0,,4,HUMANS,,,,1735,405.1,16.2
1740,1382.72,408.98,100.2977,12.2636,20,77,Blood Fields,50,0,1,4,0,11,0,13,Blood Fields,0,,4,HUMANS,,,,1735,458.5,18.3
1741,1389.44,397.49,101.5749,14.4475,10,119,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1742,1402.1,397.4,103.981,14.4646,10,166,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1743,1389.2,408.6,101.5292,12.3358,10,106,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1744,1414.85,397.38,106.4042,14.4684,10,158,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1745,1401.9,408.5,103.943,12.3548,10,256,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1746,1426.02,408.67,108.5272,12.3225,10,333,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1747,1446.42,399.83,112.4044,14.0027,10,434,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1748,1464.3,408.92,115.8026,12.275,10,327,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1749,1474.2,407.5,117.6842,12.5449,10,283,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1750,1484.03,406.09,119.5525,12.8129,10,207,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1751,1509.35,402.22,124.3648,13.5485,100,134,Dragon Tundra,1000,30,1,3,0,90,0.028,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,,,,1840,2400.1,96.0
1752,1506.2,411.2,123.7661,11.8416,100,175,Dragon Tundra,1000,30,1,1,0,90,0.128,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,,,,1840,1353.3,54.1
1753,1522.58,401.03,126.8792,13.7747,100,168,Dragon Tundra,1000,30,1,3,0,10,0.031,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,,,,1840,3474.2,139.0
1754,1532.1,403.6,128.6886,13.2862,100,156,Dragon Tundra,1000,30,1,2,0,10,0.028,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,,,,1840,4558.9,182.4
1755,1541.57,406.08,130.4885,12.8148,100,160,Dragon Tundra,1000,30,1,2,0,13,0.027,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,,,,1840,5635.7,225.4
1756,1557.55,411.09,133.5256,11.8625,100,265,Dragon Tundra,1000,30,1,4,0,112,0.057,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,,,,1840,7197.1,287.9
1757,1575.01,399.19,136.844,14.1244,10,177,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1758,1578.6,410.0,137.5263,12.0697,10,207,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1759,1589.75,398.71,139.6455,14.2156,10,1734,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1760,219.93,423.27,-120.7004,9.5474,0,254,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1761,240.97,429.44,-116.7016,8.3747,33,232,Tropical rainforest,80,80,1,2,0,16,13.498,4,Boru,30,Chipia,4,HUMANS,,,,2141,1223.2,48.9
1762,263.13,424.09,-112.4899,9.3916,38,160,Tropical rainforest,80,80,1,0,0,19,17.698,4,Boru,30,Chipia,7,GODLINGS,,,,2141,1145.5,45.8
1763,271.5,422.14,-110.8991,9.7622,61,334,Tropical rainforest,80,80,1,0,0,2,37.623,4,Boru,30,Chipia,7,GODLINGS,,,,2141,1158.1,46.3
1764,294.83,422.63,-106.4651,9.6691,46,281,Tropical rainforest,80,80,1,0,0,10,17.858,4,Boru,30,Chipia,4,HUMANS,,,,2141,875.7,35.0
1765,288.6,431.9,-107.6491,7.9071,46,206,Tropical rainforest,80,80,1,1,0,18,27.657,4,Boru,30,Chipia,4,HUMANS,,,,2141,924.7,37.0
1766,309.09,428.1,-103.7548,8.6294,46,390,Tropical rainforest,80,80,1,1,0,2,53.339,4,Boru,30,Chipia,8,SHIFTERS,,,,2141,741.3,29.7
1767,334.04,421.86,-99.0129,9.8154,47,331,Tropical rainforest,80,80,1,0,0,2,21.597,4,Boru,30,Chipia,7,GODLINGS,,,,2141,750.8,30.0
1768,352.74,416.8,-95.4588,10.7772,36,288,Tropical rainforest,80,80,1,0,153,40,16.612,4,Boru,30,Chipia,4,HUMANS,,,,2141,837.9,33.5
1769,367.24,428.37,-92.7029,8.578,28,239,Tropical rainforest,80,80,1,0,0,17,13.247,4,Boru,30,Chipia,4,HUMANS,,,,2141,819.9,32.8
1770,380.37,429.42,-90.2075,8.3785,49,396,Tropical rainforest,80,80,1,0,0,2,37.623,4,Boru,30,Chipia,4,HUMANS,,,,2141,800.7,32.0
1771,409.7,427.35,-84.633,8.7719,36,348,Tropical rainforest,80,80,1,0,206,172,23.412,4,Boru,28,Bosted,8,SHIFTERS,,,,2141,1054.7,42.2
1772,423.56,415.37,-81.9988,11.049,39,335,Tropical rainforest,80,80,1,0,0,3,38.301,4,Boru,28,Bosted,4,HUMANS,,,,2141,1228.0,49.1
1773,448.26,428.38,-77.3044,8.5761,81,236,Tropical seasonal forest,70,50,1,0,0,1,18.418,4,Boru,28,Bosted,4,HUMANS,,,,2141,1490.6,59.6
1774,454.45,427.72,-76.1279,8.7016,81,309,Tropical seasonal forest,70,50,1,0,0,2,8.279,4,Boru,28,Bosted,4,HUMANS,,,,2141,1538.6,61.5
1775,479.6,416.6,-71.348,10.8152,34,353,Grassland,50,30,1,0,0,11,7.187,4,Boru,28,Bosted,7,GODLINGS,,,,1968,1199.9,48.0
1776,488.62,417.82,-69.6336,10.5833,29,335,Grassland,50,30,1,0,0,6,6.8,4,Boru,28,Bosted,7,GODLINGS,,,,1968,1143.6,45.7
1777,519.11,415.91,-63.8387,10.9464,28,340,Volcanic,50,50,1,0,93,402,0.56,2,Cutho,49,Draxning,4,HUMANS,,,,1968,972.7,38.9
1778,534.36,430.92,-60.9404,8.0933,30,287,Volcanic,50,50,1,0,0,21,0.292,2,Cutho,49,Draxning,4,HUMANS,,,,1968,859.9,34.4
1779,552.48,420.51,-57.4965,10.072,33,346,Volcanic,50,50,1,0,209,45,0.435,2,Cutho,49,Draxning,7,GODLINGS,,,,1968,758.8,30.4
1780,563.17,429.17,-55.4648,8.426,40,258,Volcanic,50,50,1,0,0,28,0.287,2,Cutho,49,Draxning,4,HUMANS,,,,1968,671.1,26.8
1781,577.96,426.13,-52.6538,9.0038,57,272,Volcanic,50,50,1,0,0,8,0.667,2,Cutho,49,Draxning,4,HUMANS,,,,1968,610.8,24.4
1782,595.17,416.82,-49.3829,10.7734,60,479,Volcanic,50,50,1,0,47,39,0.45,2,Cutho,47,Cutho,4,HUMANS,,,,1968,550.2,22.0
1783,624.21,422.56,-43.8636,9.6824,63,341,Volcanic,50,50,1,0,43,38,0.313,2,Cutho,47,Cutho,4,HUMANS,,,,1968,387.4,15.5
1784,634.69,425.24,-41.8718,9.173,61,172,Volcanic,50,50,1,3,0,22,0.17,2,Cutho,47,Cutho,4,HUMANS,,,,1968,338.5,13.5
1785,633.7,434.5,-42.0599,7.4129,61,167,Volcanic,50,50,1,2,0,22,0.407,2,Cutho,47,Cutho,4,HUMANS,,,,1968,287.3,11.5
1786,655.2,418.95,-37.9737,10.3685,10,140,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1787,662.3,426.8,-36.6243,8.8765,10,146,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1788,655.5,428.8,-37.9167,8.4963,10,141,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1789,680.24,426.91,-33.2146,8.8555,10,240,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1790,700.94,426.4,-29.2804,8.9525,10,217,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1791,708.04,417.16,-27.931,10.7088,36,104,Hot desert,200,20,1,3,0,0,0.449,1,Asra,38,Warenland,4,HUMANS,,,,1968,1747.9,69.9
1792,717.0,421.5,-26.2281,9.8838,36,163,Hot desert,200,20,1,1,0,10,1.336,1,Asra,38,Warenland,4,HUMANS,,,,1968,1528.9,61.2
1793,725.89,425.93,-24.5385,9.0418,48,287,Hot desert,200,20,1,0,0,10,1.214,1,Asra,38,Warenland,4,HUMANS,,,,1968,1439.4,57.6
1794,741.69,416.21,-21.5355,10.8893,61,415,Hot desert,200,20,1,0,0,5,6.602,1,Asra,38,Warenland,4,HUMANS,,,,1968,1980.2,79.2
1795,759.16,427.88,-18.2152,8.6712,59,450,Hot desert,200,20,1,0,0,0,1.495,1,Asra,38,Warenland,7,GODLINGS,77,Carlow,1532,1968,2051.9,82.1
1796,786.52,427.8,-13.0152,8.6864,60,417,Hot desert,200,20,1,0,0,16,5.593,1,Asra,38,Warenland,7,GODLINGS,,,,1968,2668.9,106.8
1797,804.05,425.86,-9.6835,9.0551,63,284,Hot desert,200,20,1,0,0,5,0.718,1,Asra,38,Warenland,4,HUMANS,,,,1968,3086.0,123.4
1798,820.73,423.09,-6.5133,9.5816,64,331,Hot desert,200,20,1,0,0,0,0.899,1,Asra,38,Warenland,4,HUMANS,,,,1968,3467.3,138.7
1799,839.79,428.01,-2.8908,8.6465,64,294,Hot desert,200,20,1,0,0,0,1.027,1,Asra,41,Sumayya,7,GODLINGS,,,,1715,3255.8,130.2
1800,848.4,423.42,-1.2544,9.5189,62,274,Hot desert,200,20,1,0,0,3,1.222,1,Asra,41,Sumayya,7,GODLINGS,,,,1715,3030.4,121.2
1801,878.67,428.04,4.4987,8.6408,64,385,Hot desert,200,20,1,0,0,0,6.355,1,Asra,40,Alsia,7,GODLINGS,,,,1715,2299.5,92.0
1802,887.33,417.55,6.1446,10.6346,65,283,Hot desert,200,20,1,0,0,0,7.634,1,Asra,41,Sumayya,4,HUMANS,,,,1715,2000.3,80.0
1803,906.68,416.12,9.8222,10.9064,69,264,Hot desert,200,20,1,0,0,0,6.004,1,Asra,41,Sumayya,7,GODLINGS,,,,1715,1573.4,62.9
1804,926.74,425.85,13.6348,9.057,68,270,Hot desert,200,20,1,0,0,1,1.65,1,Asra,40,Alsia,7,GODLINGS,,,,1715,1070.6,42.8
1805,938.12,420.19,15.7977,10.1328,66,267,Hot desert,200,20,1,0,0,3,5.807,1,Asra,41,Sumayya,7,GODLINGS,,,,1715,782.4,31.3
1806,961.95,424.97,20.3268,9.2243,63,535,Hot desert,200,20,1,0,0,5,3.73,1,Asra,41,Sumayya,7,GODLINGS,,,,1715,611.5,24.5
1807,986.28,418.69,24.9509,10.418,62,335,Hot desert,200,20,1,0,0,1,8.154,1,Asra,41,Sumayya,4,HUMANS,,,,1715,767.8,30.7
1808,1006.52,415.28,28.7977,11.0661,61,265,Hot desert,200,20,1,0,0,1,4.698,1,Asra,41,Sumayya,7,GODLINGS,,,,1715,1126.3,45.1
1809,1023.12,428.24,31.9526,8.6027,60,429,Hot desert,200,20,1,0,0,1,6.948,1,Asra,41,Sumayya,4,HUMANS,,,,1715,1589.6,63.6
1810,1041.06,421.61,35.3623,9.8629,60,375,Hot desert,200,20,1,0,0,0,7.271,1,Asra,44,Tesem,7,GODLINGS,,,,1715,1836.0,73.4
1811,1048.34,415.06,36.7459,11.1079,59,271,Hot desert,200,20,1,0,0,0,1.196,1,Asra,44,Tesem,4,HUMANS,,,,2620,1953.1,78.1
1812,1065.82,417.19,40.0681,10.7031,53,340,Hot desert,200,20,1,0,57,51,1.135,1,Asra,44,Tesem,7,GODLINGS,74,Tesem,152311,1820,1728.5,69.1
1813,1091.33,417.77,44.9165,10.5928,54,337,Hot desert,200,20,1,0,57,86,1.17,1,Asra,44,Tesem,4,HUMANS,,,,1820,1325.0,53.0
1814,1103.88,430.51,47.3018,8.1713,54,341,Savanna,60,32,1,0,57,107,2.103,1,Asra,44,Tesem,4,HUMANS,,,,1820,931.5,37.3
1815,1130.72,428.6,52.4029,8.5343,51,366,Savanna,60,32,1,0,57,138,2.501,1,Asra,44,Tesem,4,HUMANS,,,,1820,740.6,29.6
1816,1141.33,426.27,54.4194,8.9772,64,406,Savanna,60,32,1,0,0,1,2.412,6,Mhekinn,8,Kamali,4,HUMANS,,,,1820,656.9,26.3
1817,1167.32,416.99,59.3591,10.7411,65,396,Savanna,60,32,1,0,0,1,2.364,6,Mhekinn,8,Kamali,4,HUMANS,,,,1820,474.8,19.0
1818,1184.59,423.23,62.6414,9.555,56,368,Savanna,60,32,1,0,0,1,2.677,6,Mhekinn,9,Odina,4,HUMANS,,,,1820,326.3,13.1
1819,1203.77,427.37,66.2867,8.7681,41,227,Savanna,60,32,1,0,0,21,1.654,6,Mhekinn,9,Odina,4,HUMANS,,,,1820,148.3,5.9
1820,1222.09,415.34,69.7686,11.0547,40,264,Savanna,60,32,1,1,0,26,3.845,6,Mhekinn,9,Odina,4,HUMANS,51,Odina,556452,1820,0.0,0.0
1821,1230.2,422.5,71.3099,9.6938,40,178,Tropical seasonal forest,70,50,1,1,97,190,7.221,6,Mhekinn,9,Odina,4,HUMANS,,,,1820,95.3,3.8
1822,1238.31,429.68,72.8513,8.329,45,130,Hot desert,200,20,1,0,0,3,2.795,6,Mhekinn,9,Odina,7,GODLINGS,,,,1820,363.4,14.5
1823,1257.18,428.86,76.4377,8.4849,47,158,Grassland,50,30,1,0,0,4,1.161,6,Mhekinn,9,Odina,4,HUMANS,,,,1820,351.4,14.1
1824,1264.53,430.03,77.8346,8.2625,47,316,Grassland,50,30,1,0,0,4,2.27,6,Mhekinn,9,Odina,4,HUMANS,,,,1735,353.7,14.1
1825,1285.91,419.97,81.8981,10.1747,48,396,Tropical seasonal forest,70,50,1,0,0,2,9.735,10,Lecende,0,,7,GODLINGS,,,,1735,223.7,8.9
1826,1301.45,430.39,84.8516,8.1941,44,439,Tropical seasonal forest,70,50,1,0,0,6,23.507,10,Lecende,0,,4,HUMANS,,,,1735,202.2,8.1
1827,1325.24,415.71,89.3731,10.9844,39,333,Blood Fields,50,0,1,0,160,34,0,13,Blood Fields,0,,4,HUMANS,,,,1735,139.3,5.6
1828,1348.19,420.9,93.7349,9.9979,23,265,Blood Fields,50,0,1,0,160,43,0,13,Blood Fields,0,,4,HUMANS,,,,1735,268.7,10.7
1829,1355.49,426.95,95.1224,8.8479,20,238,Blood Fields,50,0,1,1,0,7,0,13,Blood Fields,0,,4,HUMANS,80,Lehovil,51,1735,320.9,12.8
1830,1377.09,416.21,99.2276,10.8893,10,131,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1831,1378.1,430.8,99.4196,8.1162,10,209,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1832,1388.87,419.62,101.4665,10.2412,10,212,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1833,1384.0,432.5,100.5409,7.793,10,163,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1834,1419.14,421.21,107.2196,9.939,10,420,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1835,1451.65,420.98,113.3984,9.9827,10,407,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1836,1473.17,424.62,117.4885,9.2908,100,204,Dragon Tundra,1000,30,1,4,0,44,0.12,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,,,,1840,3658.9,146.4
1837,1483.6,424.25,119.4708,9.3611,100,140,Dragon Tundra,1000,30,1,2,0,97,0.029,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,,,,1840,2510.9,100.4
1838,1486.6,434.8,120.0409,7.3559,100,123,Dragon Tundra,1000,30,1,0,3,97,0.022,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,,,,1840,3002.1,120.1
1839,1493.3,422.2,121.3143,9.7508,100,184,Dragon Tundra,1000,30,1,2,0,97,0.041,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,,,,1840,1420.3,56.8
1840,1503.01,420.11,123.1598,10.148,88,241,Dragon Tundra,1000,30,1,0,0,0,0.035,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,7,P'ivka,454860,1840,0.0,0.0
1841,1522.0,420.54,126.769,10.0663,78,400,Dragon Tundra,1000,30,1,0,17,78,0.072,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,,,,1840,2101.4,84.1
1842,1541.12,416.39,130.4029,10.8551,78,257,Dragon Tundra,1000,30,1,0,17,77,0.147,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,,,,1840,4253.6,170.1
1843,1562.42,423.18,134.4512,9.5645,100,317,Dragon Tundra,1000,30,1,3,0,41,0.057,7,Dragon Coves,12,P'ivka,9,DRAGON RIDGERS,,,,1840,8065.3,322.6
1844,1582.13,420.83,138.1972,10.0112,10,179,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1845,1591.01,419.92,139.8849,10.1842,10,1023,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1846,211.98,435.88,-122.2114,7.1506,0,1855,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1847,219.87,436.16,-120.7118,7.0974,0,134,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1848,222.0,446.2,-120.307,5.189,0,190,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1849,235.86,436.02,-117.6728,7.124,20,169,Tropical rainforest,80,80,1,3,0,15,10.2,4,Boru,30,Chipia,4,HUMANS,,,,2141,1199.5,48.0
1850,238.2,447.0,-117.2281,5.037,20,223,Tropical rainforest,80,80,1,2,88,87,25.306,4,Boru,30,Chipia,4,HUMANS,,,,2141,1100.7,44.0
1851,261.26,436.66,-112.8453,7.0023,47,301,Tropical rainforest,80,80,1,0,88,47,17.189,4,Boru,30,Chipia,4,HUMANS,,,,2141,1033.6,41.3
1852,282.44,441.2,-108.8199,6.1394,28,166,Tropical rainforest,80,80,1,1,0,23,14.505,4,Boru,30,Chipia,4,HUMANS,30,Eada,131742,2141,856.4,34.3
1853,277.6,450.6,-109.7398,4.3527,28,181,Tropical rainforest,80,80,1,2,0,9,13.735,4,Boru,30,Chipia,4,HUMANS,,,,2141,763.4,30.5
1854,290.18,444.37,-107.3488,5.5369,0,177,Marine,10,0,0,0,0,14,0,0,Neutrals,0,,0,Wildlands,,,,,,
1855,295.5,453.6,-106.3377,3.7825,0,196,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1856,320.8,436.26,-101.5292,7.0784,45,252,Tropical rainforest,80,80,1,0,0,2,17.169,4,Boru,30,Chipia,4,HUMANS,,,,2141,614.6,24.6
1857,314.1,451.3,-102.8026,4.2196,45,307,Tropical rainforest,80,80,1,3,0,15,25.363,4,Boru,30,Chipia,8,SHIFTERS,,,,2141,527.2,21.1
1858,332.46,432.92,-99.3132,7.7132,36,262,Tropical rainforest,80,80,1,0,0,11,20.369,4,Boru,30,Chipia,4,HUMANS,,,,2141,625.4,25.0
1859,352.11,436.97,-95.5785,6.9434,43,365,Tropical rainforest,80,80,1,0,153,32,52.817,4,Boru,30,Chipia,4,HUMANS,,,,2141,660.3,26.4
1860,361.95,434.34,-93.7083,7.4433,41,182,Tropical rainforest,80,80,1,0,0,8,12.507,4,Boru,30,Chipia,4,HUMANS,,,,2141,749.7,30.0
1861,388.83,443.89,-88.5996,5.6281,30,256,Tropical rainforest,80,80,1,0,0,5,25.77,4,Boru,31,Durmingia,4,HUMANS,,,,2141,758.0,30.3
1862,405.57,438.9,-85.418,6.5766,36,317,Tropical rainforest,80,80,1,0,206,162,21.21,4,Boru,28,Bosted,8,SHIFTERS,,,,2141,946.8,37.9
1863,425.67,445.48,-81.5978,5.3259,30,302,Tropical rainforest,80,80,1,0,0,5,17.42,4,Boru,28,Bosted,7,GODLINGS,,,,2141,1098.4,43.9
1864,440.01,442.73,-78.8724,5.8486,57,285,Tropical seasonal forest,70,50,1,0,0,0,10.301,4,Boru,28,Bosted,4,HUMANS,,,,2141,1286.7,51.5
1865,453.66,438.04,-76.2781,6.74,74,290,Tropical seasonal forest,70,50,1,0,0,0,9.07,4,Boru,28,Bosted,4,HUMANS,,,,2141,1445.1,57.8
1866,472.18,448.67,-72.7582,4.7195,49,436,Tropical seasonal forest,70,50,1,0,0,1,15.031,4,Boru,28,Bosted,4,HUMANS,,,,1968,1272.4,50.9
1867,498.92,436.04,-67.676,7.1202,30,369,Volcanic,50,50,1,0,0,2,0.368,2,Cutho,49,Draxning,7,GODLINGS,,,,1968,1040.9,41.6
1868,505.49,436.61,-66.4273,7.0118,30,340,Volcanic,50,50,1,0,93,397,0.56,2,Cutho,49,Draxning,7,GODLINGS,,,,1968,1004.7,40.2
1869,525.69,443.52,-62.5882,5.6984,51,326,Volcanic,50,50,1,0,0,2,0.299,2,Cutho,49,Draxning,4,HUMANS,,,,1968,875.2,35.0
1870,544.19,433.79,-59.0721,7.5478,53,288,Volcanic,50,50,1,0,0,5,0.265,2,Cutho,49,Draxning,4,HUMANS,,,,1968,803.6,32.1
1871,565.34,443.59,-55.0523,5.6851,51,231,Volcanic,50,50,1,0,0,15,0.211,2,Cutho,48,Verro,7,GODLINGS,,,,1968,669.0,26.8
1872,581.74,433.22,-51.9354,7.6562,61,360,Volcanic,50,50,1,0,0,2,0.325,2,Cutho,47,Cutho,4,HUMANS,,,,1968,566.6,22.7
1873,606.77,448.29,-47.1782,4.7918,100,455,Volcanic,50,50,1,0,0,0,0.373,2,Cutho,47,Cutho,4,HUMANS,,,,1968,405.9,16.2
1874,628.44,442.07,-43.0596,5.974,100,231,Volcanic,50,50,1,0,0,0,0.202,2,Cutho,47,Cutho,4,HUMANS,,,,1968,281.9,11.3
1875,632.69,443.79,-42.2519,5.6471,67,177,Volcanic,50,50,1,1,0,20,0.231,2,Cutho,47,Cutho,4,HUMANS,,,,1968,235.9,9.4
1876,655.87,438.73,-37.8463,6.6089,10,249,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1877,669.31,434.65,-35.292,7.3844,10,188,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1878,680.5,436.9,-33.1652,6.9567,10,182,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1879,691.72,439.08,-31.0327,6.5423,10,249,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
1880,708.81,447.1,-27.7846,5.018,52,233,Hot desert,200,20,1,2,0,0,0.835,1,Asra,38,Warenland,4,HUMANS,,,,1968,769.9,30.8
1881,720.91,442.8,-25.4849,5.8353,48,244,Hot desert,200,20,1,1,0,24,1.902,1,Asra,38,Warenland,4,HUMANS,,,,1968,1052.4,42.1
1882,743.39,446.79,-21.2124,5.0769,55,445,Hot desert,200,20,1,0,0,7,1.158,1,Asra,38,Warenland,4,HUMANS,,,,1968,1456.0,58.2
1883,772.17,438.7,-15.7425,6.6146,60,277,Hot desert,200,20,1,0,0,0,0.752,1,Asra,38,Warenland,7,GODLINGS,72,Wenela,137599,1968,2399.1,96.0
1884,787.25,442.56,-12.8765,5.8809,61,205,Hot desert,200,20,1,0,0,5,0.511,1,Asra,38,Warenland,4,HUMANS,,,,1968,2714.7,108.6
1885,798.31,432.96,-10.7744,7.7056,63,205,Hot desert,200,20,1,0,0,4,0.553,1,Asra,38,Warenland,4,HUMANS,,,,1968,2973.2,118.9
1886,818.08,434.58,-7.017,7.3977,64,337,Hot desert,200,20,1,0,0,0,0.857,1,Asra,38,Warenland,4,HUMANS,,,,1968,3414.8,136.6
1887,834.35,447.24,-3.9247,4.9913,64,372,Hot desert,200,20,1,0,0,0,0.985,1,Asra,40,Alsia,4,HUMANS,,,,1715,3446.9,137.9
1888,856.14,445.64,0.2167,5.2955,64,300,Hot desert,200,20,1,0,0,1,4.81,1,Asra,40,Alsia,4,HUMANS,,,,1715,2966.2,118.6
1889,865.11,434.73,1.9215,7.3692,61,325,Hot desert,200,20,1,0,0,0,1.397,1,Asra,40,Alsia,4,HUMANS,,,,1715,2632.2,105.3
1890,899.09,445.64,8.3797,5.2955,66,197,Hot desert,200,20,1,0,0,0,0.688,1,Asra,40,Alsia,4,HUMANS,,,,1715,1970.7,78.8
1891,901.88,436.77,8.9099,6.9814,67,306,Hot desert,200,20,1,0,0,0,2.201,1,Asra,40,Alsia,4,HUMANS,,,,1715,1766.2,70.6
1892,920.83,436.51,12.5115,7.0308,66,320,Hot desert,200,20,1,0,0,1,1.677,1,Asra,40,Alsia,7,GODLINGS,,,,1715,1338.8,53.6
1893,938.12,444.42,15.7977,5.5273,64,454,Hot desert,200,20,1,0,0,2,8.197,1,Asra,41,Sumayya,7,GODLINGS,,,,1715,1305.2,52.2
1894,965.5,447.71,21.0015,4.902,61,244,Hot desert,200,20,1,0,0,3,5.281,1,Asra,41,Sumayya,7,GODLINGS,,,,1715,1117.9,44.7
1895,975.02,444.53,22.8108,5.5064,60,222,Hot desert,200,20,1,0,0,1,1.449,1,Asra,41,Sumayya,4,HUMANS,,,,1715,1129.1,45.2
1896,991.19,438.29,25.8841,6.6925,60,422,Hot desert,200,20,1,0,0,3,7.126,1,Asra,41,Sumayya,7,GODLINGS,,,,1715,1212.3,48.5
1897,1017.33,449.04,30.8522,4.6492,56,321,Hot desert,200,20,1,0,57,40,1.393,1,Asra,41,Sumayya,4,HUMANS,,,,2620,1510.8,60.4
